ID	NAME	URL	PARTY	SORT_NAME
400109	Rep. Norman "Norm" Dicks (D-WA6, 1977-2013)	http://www.govtrack.us/congress/members/norman_dicks/400109	D	Dicks, Norman â€œNormâ€ (Rep.) [D-WA6, 1977-2013]
400110	Rep. John Dingell (D-MI12)	http://www.govtrack.us/congress/members/john_dingell/400110	D	Dingell, John (Rep.) [D-MI12]
400111	Rep. Lloyd Doggett (D-TX35)	http://www.govtrack.us/congress/members/lloyd_doggett/400111	D	Doggett, Lloyd (Rep.) [D-TX35]
400113	Rep. John Doolittle (R-CA4, 1993-2009)	http://www.govtrack.us/congress/members/john_doolittle/400113	R	Doolittle, John (Rep.) [R-CA4, 1993-2009]
400114	Rep. Michael "Mike" Doyle (D-PA14)	http://www.govtrack.us/congress/members/michael_doyle/400114	D	Doyle, Michael â€œMikeâ€ (Rep.) [D-PA14]
400115	Rep. David Dreier (R-CA26, 2003-2013)	http://www.govtrack.us/congress/members/david_dreier/400115	R	Dreier, David (Rep.) [R-CA26, 2003-2013]
400116	Rep. John "Jimmy" Duncan (R-TN2)	http://www.govtrack.us/congress/members/john_duncan/400116	R	Duncan, John â€œJimmyâ€ (Rep.) [R-TN2]
400117	Rep. Jennifer Dunn (R-WA8, 1993-2004)	http://www.govtrack.us/congress/members/jennifer_dunn/400117	R	Dunn, Jennifer (Rep.) [R-WA8, 1993-2004]
400119	Rep. Vernon Ehlers (R-MI3, 1993-2010)	http://www.govtrack.us/congress/members/vernon_ehlers/400119	R	Ehlers, Vernon (Rep.) [R-MI3, 1993-2010]
400122	Rep. Eliot Engel (D-NY16)	http://www.govtrack.us/congress/members/eliot_engel/400122	D	Engel, Eliot (Rep.) [D-NY16]
400123	Rep. Philip "Phil" English (R-PA3, 2003-2009)	http://www.govtrack.us/congress/members/philip_english/400123	R	English, Philip â€œPhilâ€ (Rep.) [R-PA3, 2003-2009]
400124	Rep. Anna Eshoo (D-CA18)	http://www.govtrack.us/congress/members/anna_eshoo/400124	D	Eshoo, Anna (Rep.) [D-CA18]
400125	Rep. Bob Etheridge (D-NC2, 1997-2010)	http://www.govtrack.us/congress/members/bob_etheridge/400125	D	Etheridge, Bob (Rep.) [D-NC2, 1997-2010]
400127	Rep. Terry Everett (R-AL2, 1993-2009)	http://www.govtrack.us/congress/members/terry_everett/400127	R	Everett, Terry (Rep.) [R-AL2, 1993-2009]
400128	Del. Eni Faleomavaega (D-AS0)	http://www.govtrack.us/congress/members/eni_faleomavaega/400128	D	Faleomavaega, Eni (Del.) [D-AS0]
400131	Rep. Tom Feeney (R-FL24, 2003-2009)	http://www.govtrack.us/congress/members/tom_feeney/400131	R	Feeney, Tom (Rep.) [R-FL24, 2003-2009]
400132	Rep. Michael "Mike" Ferguson (R-NJ7, 2001-2009)	http://www.govtrack.us/congress/members/michael_ferguson/400132	R	Ferguson, Michael â€œMikeâ€ (Rep.) [R-NJ7, 2001-2009]
400133	Rep. Bob Filner (D-CA51, 2003-2012)	http://www.govtrack.us/congress/members/bob_filner/400133	D	Filner, Bob (Rep.) [D-CA51, 2003-2012]
400134	Sen. Jeff Flake (R-AZ)	http://www.govtrack.us/congress/members/jeff_flake/400134	R	Flake, Jeff (Sen.) [R-AZ]
400138	Rep. Harold Ford (D-TN9, 1997-2006)	http://www.govtrack.us/congress/members/harold_ford/400138	D	Ford, Harold (Rep.) [D-TN9, 1997-2006]
400139	Rep. Vito Fossella (R-NY13, 1997-2009)	http://www.govtrack.us/congress/members/vito_fossella/400139	R	Fossella, Vito (Rep.) [R-NY13, 1997-2009]
400140	Rep. Barney Frank (D-MA4, 1981-2013)	http://www.govtrack.us/congress/members/barney_frank/400140	D	Frank, Barney (Rep.) [D-MA4, 1981-2013]
400141	Rep. Trent Franks (R-AZ8)	http://www.govtrack.us/congress/members/trent_franks/400141	R	Franks, Trent (Rep.) [R-AZ8]
400144	Rep. Elton Gallegly (R-CA24, 2003-2013)	http://www.govtrack.us/congress/members/elton_gallegly/400144	R	Gallegly, Elton (Rep.) [R-CA24, 2003-2013]
400145	Rep. Scott Garrett (R-NJ5)	http://www.govtrack.us/congress/members/scott_garrett/400145	R	Garrett, Scott (Rep.) [R-NJ5]
400146	Rep. Richard "Dick" Gephardt (D-MO3, 1977-2004)	http://www.govtrack.us/congress/members/richard_gephardt/400146	D	Gephardt, Richard â€œDickâ€ (Rep.) [D-MO3, 1977-2004]
400147	Rep. Jim Gerlach (R-PA6)	http://www.govtrack.us/congress/members/jim_gerlach/400147	R	Gerlach, Jim (Rep.) [R-PA6]
400150	Rep. Paul Gillmor (R-OH5, 1989-2007)	http://www.govtrack.us/congress/members/paul_gillmor/400150	R	Gillmor, Paul (Rep.) [R-OH5, 1989-2007]
400151	Rep. Phil Gingrey (R-GA11)	http://www.govtrack.us/congress/members/phil_gingrey/400151	R	Gingrey, Phil (Rep.) [R-GA11]
400154	Rep. Bob Goodlatte (R-VA6)	http://www.govtrack.us/congress/members/bob_goodlatte/400154	R	Goodlatte, Bob (Rep.) [R-VA6]
400155	Rep. Barton "Bart" Gordon (D-TN6, 1985-2010)	http://www.govtrack.us/congress/members/barton_gordon/400155	D	Gordon, Barton â€œBartâ€ (Rep.) [D-TN6, 1985-2010]
400157	Rep. Kay Granger (R-TX12)	http://www.govtrack.us/congress/members/kay_granger/400157	R	Granger, Kay (Rep.) [R-TX12]
400158	Rep. Sam Graves (R-MO6)	http://www.govtrack.us/congress/members/sam_graves/400158	R	Graves, Sam (Rep.) [R-MO6]
400159	Rep. Mark Green (R-WI8, 1999-2006)	http://www.govtrack.us/congress/members/mark_green/400159	R	Green, Mark (Rep.) [R-WI8, 1999-2006]
400160	Rep. Gene Green (D-TX29)	http://www.govtrack.us/congress/members/gene_green/400160	D	Green, Gene (Rep.) [D-TX29]
400161	Rep. James "Jim" Greenwood (R-PA8, 1993-2004)	http://www.govtrack.us/congress/members/james_greenwood/400161	R	Greenwood, James â€œJimâ€ (Rep.) [R-PA8, 1993-2004]
400162	Rep. RaÃºl Grijalva (D-AZ3)	http://www.govtrack.us/congress/members/raul_grijalva/400162	D	Grijalva, RaÃºl (Rep.) [D-AZ3]
400163	Rep. Luis Gutierrez (D-IL4)	http://www.govtrack.us/congress/members/luis_gutierrez/400163	D	Gutierrez, Luis (Rep.) [D-IL4]
400165	Rep. Ralph Hall (R-TX4)	http://www.govtrack.us/congress/members/ralph_hall/400165	R	Hall, Ralph (Rep.) [R-TX4]
400166	Rep. Jane Harman (D-CA36, 2001-2011)	http://www.govtrack.us/congress/members/jane_harman/400166	D	Harman, Jane (Rep.) [D-CA36, 2001-2011]
400167	Rep. Katherine Harris (R-FL13, 2003-2006)	http://www.govtrack.us/congress/members/katherine_harris/400167	R	Harris, Katherine (Rep.) [R-FL13, 2003-2006]
400170	Rep. Alcee Hastings (D-FL20)	http://www.govtrack.us/congress/members/alcee_hastings/400170	D	Hastings, Alcee (Rep.) [D-FL20]
400176	Rep. Walter "Wally" Herger (R-CA2, 1987-2013)	http://www.govtrack.us/congress/members/walter_herger/400176	R	Herger, Walter â€œWallyâ€ (Rep.) [R-CA2, 1987-2013]
400178	Rep. Maurice Hinchey (D-NY22, 2003-2013)	http://www.govtrack.us/congress/members/maurice_hinchey/400178	D	Hinchey, Maurice (Rep.) [D-NY22, 2003-2013]
400180	Rep. David "Dave" Hobson (R-OH7, 1991-2009)	http://www.govtrack.us/congress/members/david_hobson/400180	R	Hobson, David â€œDaveâ€ (Rep.) [R-OH7, 1991-2009]
400181	Rep. Joseph Hoeffel (D-PA13, 1999-2004)	http://www.govtrack.us/congress/members/joseph_hoeffel/400181	D	Hoeffel, Joseph (Rep.) [D-PA13, 1999-2004]
400182	Rep. Peter "Pete" Hoekstra (R-MI2, 1993-2010)	http://www.govtrack.us/congress/members/peter_hoekstra/400182	R	Hoekstra, Peter â€œPeteâ€ (Rep.) [R-MI2, 1993-2010]
400184	Rep. Rush Holt (D-NJ12)	http://www.govtrack.us/congress/members/rush_holt/400184	D	Holt, Rush (Rep.) [D-NJ12]
400185	Rep. Michael "Mike" Honda (D-CA17)	http://www.govtrack.us/congress/members/michael_honda/400185	D	Honda, Michael â€œMikeâ€ (Rep.) [D-CA17]
400187	Rep. John Hostettler (R-IN8, 1995-2006)	http://www.govtrack.us/congress/members/john_hostettler/400187	R	Hostettler, John (Rep.) [R-IN8, 1995-2006]
400189	Rep. Steny Hoyer (D-MD5)	http://www.govtrack.us/congress/members/steny_hoyer/400189	D	Hoyer, Steny (Rep.) [D-MD5]
400190	Rep. Kenny Hulshof (R-MO9, 1997-2009)	http://www.govtrack.us/congress/members/kenny_hulshof/400190	R	Hulshof, Kenny (Rep.) [R-MO9, 1997-2009]
400191	Rep. Duncan Hunter (R-CA52, 1993-2009)	http://www.govtrack.us/congress/members/duncan_hunter/400191	R	Hunter, Duncan (Rep.) [R-CA52, 1993-2009]
400192	Rep. Henry Hyde (R-IL6, 1975-2006)	http://www.govtrack.us/congress/members/henry_hyde/400192	R	Hyde, Henry (Rep.) [R-IL6, 1975-2006]
400193	Rep. Jay Inslee (D-WA1, 1999-2012)	http://www.govtrack.us/congress/members/jay_inslee/400193	D	Inslee, Jay (Rep.) [D-WA1, 1999-2012]
400194	Sen. John "Johnny" Isakson (R-GA)	http://www.govtrack.us/congress/members/john_isakson/400194	R	Isakson, John â€œJohnnyâ€ (Sen.) [R-GA]
400195	Rep. Steve Israel (D-NY3)	http://www.govtrack.us/congress/members/steve_israel/400195	D	Israel, Steve (Rep.) [D-NY3]
400196	Rep. Darrell Issa (R-CA49)	http://www.govtrack.us/congress/members/darrell_issa/400196	R	Issa, Darrell (Rep.) [R-CA49]
400197	Rep. Ernest Istook (R-OK5, 1993-2006)	http://www.govtrack.us/congress/members/ernest_istook/400197	R	Istook, Ernest (Rep.) [R-OK5, 1993-2006]
400198	Rep. Jesse Jackson (D-IL2, 1995-2012)	http://www.govtrack.us/congress/members/jesse_jackson/400198	D	Jackson, Jesse (Rep.) [D-IL2, 1995-2012]
400199	Rep. Sheila Jackson Lee (D-TX18)	http://www.govtrack.us/congress/members/sheila_jackson_lee/400199	D	Jackson Lee, Sheila (Rep.) [D-TX18]
400204	Rep. Eddie Johnson (D-TX30)	http://www.govtrack.us/congress/members/eddie_johnson/400204	D	Johnson, Eddie (Rep.) [D-TX30]
400205	Rep. Nancy Johnson (R-CT5, 2003-2006)	http://www.govtrack.us/congress/members/nancy_johnson/400205	R	Johnson, Nancy (Rep.) [R-CT5, 2003-2006]
400206	Rep. Sam Johnson (R-TX3)	http://www.govtrack.us/congress/members/sam_johnson/400206	R	Johnson, Sam (Rep.) [R-TX3]
400207	Rep. Timothy Johnson (R-IL15, 2001-2013)	http://www.govtrack.us/congress/members/timothy_johnson/400207	R	Johnson, Timothy (Rep.) [R-IL15, 2001-2013]
400208	Rep. Stephanie Jones (D-OH11, 1999-2008)	http://www.govtrack.us/congress/members/stephanie_jones/400208	D	Jones, Stephanie (Rep.) [D-OH11, 1999-2008]
400211	Rep. Marcy Kaptur (D-OH9)	http://www.govtrack.us/congress/members/marcy_kaptur/400211	D	Kaptur, Marcy (Rep.) [D-OH9]
400212	Rep. Ric Keller (R-FL8, 2001-2009)	http://www.govtrack.us/congress/members/ric_keller/400212	R	Keller, Ric (Rep.) [R-FL8, 2001-2009]
400213	Rep. Sue Kelly (R-NY19, 1995-2006)	http://www.govtrack.us/congress/members/sue_kelly/400213	R	Kelly, Sue (Rep.) [R-NY19, 1995-2006]
400214	Rep. Mark Kennedy (R-MN6, 2003-2006)	http://www.govtrack.us/congress/members/mark_kennedy/400214	R	Kennedy, Mark (Rep.) [R-MN6, 2003-2006]
400215	Rep. Patrick Kennedy (D-RI1, 1995-2010)	http://www.govtrack.us/congress/members/patrick_kennedy/400215	D	Kennedy, Patrick (Rep.) [D-RI1, 1995-2010]
400216	Rep. Dale Kildee (D-MI5, 2003-2013)	http://www.govtrack.us/congress/members/dale_kildee/400216	D	Kildee, Dale (Rep.) [D-MI5, 2003-2013]
400217	Rep. Carolyn Kilpatrick (D-MI13, 2003-2010)	http://www.govtrack.us/congress/members/carolyn_kilpatrick/400217	D	Kilpatrick, Carolyn (Rep.) [D-MI13, 2003-2010]
400218	Rep. Ron Kind (D-WI3)	http://www.govtrack.us/congress/members/ron_kind/400218	D	Kind, Ron (Rep.) [D-WI3]
400219	Rep. Peter "Pete" King (R-NY2)	http://www.govtrack.us/congress/members/peter_king/400219	R	King, Peter â€œPeteâ€ (Rep.) [R-NY2]
400220	Rep. Steve King (R-IA4)	http://www.govtrack.us/congress/members/steve_king/400220	R	King, Steve (Rep.) [R-IA4]
400221	Rep. Jack Kingston (R-GA1)	http://www.govtrack.us/congress/members/jack_kingston/400221	R	Kingston, Jack (Rep.) [R-GA1]
400222	Sen. Mark Kirk (R-IL)	http://www.govtrack.us/congress/members/mark_kirk/400222	R	Kirk, Mark (Sen.) [R-IL]
400224	Rep. John Kline (R-MN2)	http://www.govtrack.us/congress/members/john_kline/400224	R	Kline, John (Rep.) [R-MN2]
400225	Rep. Joseph "Joe" Knollenberg (R-MI9, 2003-2009)	http://www.govtrack.us/congress/members/joseph_knollenberg/400225	R	Knollenberg, Joseph â€œJoeâ€ (Rep.) [R-MI9, 2003-2009]
400226	Rep. James "Jim" Kolbe (R-AZ8, 2003-2006)	http://www.govtrack.us/congress/members/james_kolbe/400226	R	Kolbe, James â€œJimâ€ (Rep.) [R-AZ8, 2003-2006]
400227	Rep. Dennis Kucinich (D-OH10, 1997-2013)	http://www.govtrack.us/congress/members/dennis_kucinich/400227	D	Kucinich, Dennis (Rep.) [D-OH10, 1997-2013]
400229	Rep. Nicholas "Nick" Lampson (D-TX22, 2007-2009)	http://www.govtrack.us/congress/members/nicholas_lampson/400229	D	Lampson, Nicholas â€œNickâ€ (Rep.) [D-TX22, 2007-2009]
400231	Rep. Tom Lantos (D-CA12, 1993-2008)	http://www.govtrack.us/congress/members/tom_lantos/400231	D	Lantos, Tom (Rep.) [D-CA12, 1993-2008]
400232	Rep. Rick Larsen (D-WA2)	http://www.govtrack.us/congress/members/rick_larsen/400232	D	Larsen, Rick (Rep.) [D-WA2]
400234	Rep. Tom Latham (R-IA3)	http://www.govtrack.us/congress/members/tom_latham/400234	R	Latham, Tom (Rep.) [R-IA3]
400235	Rep. Steven LaTourette (R-OH14, 2003-2013)	http://www.govtrack.us/congress/members/steven_latourette/400235	R	LaTourette, Steven (Rep.) [R-OH14, 2003-2013]
400236	Rep. James "Jim" Leach (R-IA2, 2003-2006)	http://www.govtrack.us/congress/members/james_leach/400236	R	Leach, James â€œJimâ€ (Rep.) [R-IA2, 2003-2006]
400237	Rep. Barbara Lee (D-CA13)	http://www.govtrack.us/congress/members/barbara_lee/400237	D	Lee, Barbara (Rep.) [D-CA13]
400238	Rep. Sander Levin (D-MI9)	http://www.govtrack.us/congress/members/sander_levin/400238	D	Levin, Sander (Rep.) [D-MI9]
400239	Rep. Jerry Lewis (R-CA41, 2003-2013)	http://www.govtrack.us/congress/members/jerry_lewis/400239	R	Lewis, Jerry (Rep.) [R-CA41, 2003-2013]
400240	Rep. John Lewis (D-GA5)	http://www.govtrack.us/congress/members/john_lewis/400240	D	Lewis, John (Rep.) [D-GA5]
400244	Rep. Frank LoBiondo (R-NJ2)	http://www.govtrack.us/congress/members/frank_lobiondo/400244	R	LoBiondo, Frank (Rep.) [R-NJ2]
400245	Rep. Zoe Lofgren (D-CA19)	http://www.govtrack.us/congress/members/zoe_lofgren/400245	D	Lofgren, Zoe (Rep.) [D-CA19]
400246	Rep. Nita Lowey (D-NY17)	http://www.govtrack.us/congress/members/nita_lowey/400246	D	Lowey, Nita (Rep.) [D-NY17]
400248	Rep. Kenneth "Ken" Lucas (D-KY4, 1999-2004)	http://www.govtrack.us/congress/members/kenneth_lucas/400248	D	Lucas, Kenneth â€œKenâ€ (Rep.) [D-KY4, 1999-2004]
400251	Rep. Carolyn Maloney (D-NY12)	http://www.govtrack.us/congress/members/carolyn_maloney/400251	D	Maloney, Carolyn (Rep.) [D-NY12]
400253	Rep. Edward "Ed" Markey (D-MA5)	http://www.govtrack.us/congress/members/edward_markey/400253	D	Markey, Edward â€œEdâ€ (Rep.) [D-MA5]
400255	Rep. Jim Matheson (D-UT4)	http://www.govtrack.us/congress/members/jim_matheson/400255	D	Matheson, Jim (Rep.) [D-UT4]
400257	Rep. Carolyn McCarthy (D-NY4)	http://www.govtrack.us/congress/members/carolyn_mccarthy/400257	D	McCarthy, Carolyn (Rep.) [D-NY4]
400259	Rep. Betty McCollum (D-MN4)	http://www.govtrack.us/congress/members/betty_mccollum/400259	D	McCollum, Betty (Rep.) [D-MN4]
400260	Rep. Thaddeus "Thad" McCotter (R-MI11, 2003-2012)	http://www.govtrack.us/congress/members/thaddeus_mccotter/400260	R	McCotter, Thaddeus â€œThadâ€ (Rep.) [R-MI11, 2003-2012]
400261	Rep. James "Jim" McCrery (R-LA4, 1997-2009)	http://www.govtrack.us/congress/members/james_mccrery/400261	R	McCrery, James â€œJimâ€ (Rep.) [R-LA4, 1997-2009]
400262	Rep. Jim McDermott (D-WA7)	http://www.govtrack.us/congress/members/jim_mcdermott/400262	D	McDermott, Jim (Rep.) [D-WA7]
400264	Rep. John McHugh (R-NY23, 2003-2009)	http://www.govtrack.us/congress/members/john_mchugh/400264	R	McHugh, John (Rep.) [R-NY23, 2003-2009]
400265	Rep. Scott McInnis (R-CO3, 1993-2004)	http://www.govtrack.us/congress/members/scott_mcinnis/400265	R	McInnis, Scott (Rep.) [R-CO3, 1993-2004]
400267	Rep. Howard "Buck" McKeon (R-CA25)	http://www.govtrack.us/congress/members/howard_mckeon/400267	R	McKeon, Howard â€œBuckâ€ (Rep.) [R-CA25]
400269	Rep. Martin "Marty" Meehan (D-MA5, 1993-2007)	http://www.govtrack.us/congress/members/martin_meehan/400269	D	Meehan, Martin â€œMartyâ€ (Rep.) [D-MA5, 1993-2007]
400270	Rep. Kendrick Meek (D-FL17, 2003-2010)	http://www.govtrack.us/congress/members/kendrick_meek/400270	D	Meek, Kendrick (Rep.) [D-FL17, 2003-2010]
400272	Sen. Robert "Bob" MenÃ©ndez (D-NJ)	http://www.govtrack.us/congress/members/robert_menendez/400272	D	MenÃ©ndez, Robert â€œBobâ€ (Sen.) [D-NJ]
400273	Rep. John Mica (R-FL7)	http://www.govtrack.us/congress/members/john_mica/400273	R	Mica, John (Rep.) [R-FL7]
400274	Rep. Michael Michaud (D-ME2)	http://www.govtrack.us/congress/members/michael_michaud/400274	D	Michaud, Michael (Rep.) [D-ME2]
400275	Rep. Juanita Millender-McDonald (D-CA37, 1995-2007)	http://www.govtrack.us/congress/members/juanita_millender_mcdonald/400275	D	Millender-McDonald, Juanita (Rep.) [D-CA37, 1995-2007]
400276	Rep. Candice Miller (R-MI10)	http://www.govtrack.us/congress/members/candice_miller/400276	R	Miller, Candice (Rep.) [R-MI10]
400277	Rep. Gary Miller (R-CA31)	http://www.govtrack.us/congress/members/gary_miller/400277	R	Miller, Gary (Rep.) [R-CA31]
400278	Rep. George Miller (D-CA11)	http://www.govtrack.us/congress/members/george_miller/400278	D	Miller, George (Rep.) [D-CA11]
400280	Rep. Bradley "Brad" Miller (D-NC13, 2003-2013)	http://www.govtrack.us/congress/members/bradley_miller/400280	D	Miller, Bradley â€œBradâ€ (Rep.) [D-NC13, 2003-2013]
400282	Rep. Dennis Moore (D-KS3, 1999-2010)	http://www.govtrack.us/congress/members/dennis_moore/400282	D	Moore, Dennis (Rep.) [D-KS3, 1999-2010]
400283	Rep. James "Jim" Moran (D-VA8)	http://www.govtrack.us/congress/members/james_moran/400283	D	Moran, James â€œJimâ€ (Rep.) [D-VA8]
400284	Sen. Jerry Moran (R-KS)	http://www.govtrack.us/congress/members/jerry_moran/400284	R	Moran, Jerry (Sen.) [R-KS]
400285	Rep. Tim Murphy (R-PA18)	http://www.govtrack.us/congress/members/tim_murphy/400285	R	Murphy, Tim (Rep.) [R-PA18]
400288	Rep. Sue Myrick (R-NC9, 1995-2013)	http://www.govtrack.us/congress/members/sue_myrick/400288	R	Myrick, Sue (Rep.) [R-NC9, 1995-2013]
400289	Rep. Jerrold Nadler (D-NY10)	http://www.govtrack.us/congress/members/jerrold_nadler/400289	D	Nadler, Jerrold (Rep.) [D-NY10]
400291	Rep. Richard Neal (D-MA1)	http://www.govtrack.us/congress/members/richard_neal/400291	D	Neal, Richard (Rep.) [D-MA1]
400293	Rep. Robert "Bob" Ney (R-OH18, 1995-2006)	http://www.govtrack.us/congress/members/robert_ney/400293	R	Ney, Robert â€œBobâ€ (Rep.) [R-OH18, 1995-2006]
400295	Del. Eleanor Norton (D-DC0)	http://www.govtrack.us/congress/members/eleanor_norton/400295	D	Norton, Eleanor (Del.) [D-DC0]
400296	Rep. Charles "Charlie" Norwood (R-GA10, 2007-2007)	http://www.govtrack.us/congress/members/charles_norwood/400296	R	Norwood, Charles â€œCharlieâ€ (Rep.) [R-GA10, 2007-2007]
400298	Rep. James "Jim" Nussle (R-IA1, 2003-2006)	http://www.govtrack.us/congress/members/james_nussle/400298	R	Nussle, James â€œJimâ€ (Rep.) [R-IA1, 2003-2006]
400300	Rep. David "Dave" Obey (D-WI7, 1969-2010)	http://www.govtrack.us/congress/members/david_obey/400300	D	Obey, David â€œDaveâ€ (Rep.) [D-WI7, 1969-2010]
400302	Rep. Solomon Ortiz (D-TX27, 1983-2010)	http://www.govtrack.us/congress/members/solomon_ortiz/400302	D	Ortiz, Solomon (Rep.) [D-TX27, 1983-2010]
400304	Rep. Doug Ose (R-CA3, 1999-2004)	http://www.govtrack.us/congress/members/doug_ose/400304	R	Ose, Doug (Rep.) [R-CA3, 1999-2004]
400305	Rep.  "Butch" Otter (R-ID1, 2001-2006)	http://www.govtrack.us/congress/members/otter/400305	R	Otter,  â€œButchâ€ (Rep.) [R-ID1, 2001-2006]
400308	Rep. Frank Pallone (D-NJ6)	http://www.govtrack.us/congress/members/frank_pallone/400308	D	Pallone, Frank (Rep.) [D-NJ6]
400309	Rep. Bill Pascrell (D-NJ9)	http://www.govtrack.us/congress/members/bill_pascrell/400309	D	Pascrell, Bill (Rep.) [D-NJ9]
400311	Rep. Ronald "Ron" Paul (R-TX14, 1997-2013)	http://www.govtrack.us/congress/members/ronald_paul/400311	R	Paul, Ronald â€œRonâ€ (Rep.) [R-TX14, 1997-2013]
400312	Rep. Donald Payne (D-NJ10, 1989-2012)	http://www.govtrack.us/congress/members/donald_payne/400312	D	Payne, Donald (Rep.) [D-NJ10, 1989-2012]
400313	Rep. Stevan "Steve" Pearce (R-NM2)	http://www.govtrack.us/congress/members/stevan_pearce/400313	R	Pearce, Stevan â€œSteveâ€ (Rep.) [R-NM2]
400316	Rep. Collin Peterson (D-MN7)	http://www.govtrack.us/congress/members/collin_peterson/400316	D	Peterson, Collin (Rep.) [D-MN7]
400318	Rep. Thomas "Tom" Petri (R-WI6)	http://www.govtrack.us/congress/members/thomas_petri/400318	R	Petri, Thomas â€œTomâ€ (Rep.) [R-WI6]
400319	Rep. Charles "Chip" Pickering (R-MS3, 1997-2009)	http://www.govtrack.us/congress/members/charles_pickering/400319	R	Pickering, Charles â€œChipâ€ (Rep.) [R-MS3, 1997-2009]
400321	Rep. Todd Platts (R-PA19, 2001-2013)	http://www.govtrack.us/congress/members/todd_platts/400321	R	Platts, Todd (Rep.) [R-PA19, 2001-2013]
400322	Rep. Richard Pombo (R-CA11, 1993-2006)	http://www.govtrack.us/congress/members/richard_pombo/400322	R	Pombo, Richard (Rep.) [R-CA11, 1993-2006]
400323	Rep. Earl Pomeroy (D-ND0, 1993-2010)	http://www.govtrack.us/congress/members/earl_pomeroy/400323	D	Pomeroy, Earl (Rep.) [D-ND0, 1993-2010]
400325	Sen. Robert "Rob" Portman (R-OH)	http://www.govtrack.us/congress/members/robert_portman/400325	R	Portman, Robert â€œRobâ€ (Sen.) [R-OH]
400326	Rep. David Price (D-NC4)	http://www.govtrack.us/congress/members/david_price/400326	D	Price, David (Rep.) [D-NC4]
400327	Rep. Deborah Pryce (R-OH15, 1993-2009)	http://www.govtrack.us/congress/members/deborah_pryce/400327	R	Pryce, Deborah (Rep.) [R-OH15, 1993-2009]
400329	Rep. Jack Quinn (R-NY27, 2003-2004)	http://www.govtrack.us/congress/members/jack_quinn/400329	R	Quinn, Jack (Rep.) [R-NY27, 2003-2004]
400331	Rep. Nick Rahall (D-WV3)	http://www.govtrack.us/congress/members/nick_rahall/400331	D	Rahall, Nick (Rep.) [D-WV3]
400332	Rep. James "Jim" Ramstad (R-MN3, 1991-2009)	http://www.govtrack.us/congress/members/james_ramstad/400332	R	Ramstad, James â€œJimâ€ (Rep.) [R-MN3, 1991-2009]
400333	Rep. Charles Rangel (D-NY13)	http://www.govtrack.us/congress/members/charles_rangel/400333	D	Rangel, Charles (Rep.) [D-NY13]
400335	Rep. Dennis "Denny" Rehberg (R-MT0, 2001-2013)	http://www.govtrack.us/congress/members/dennis_rehberg/400335	R	Rehberg, Dennis â€œDennyâ€ (Rep.) [R-MT0, 2001-2013]
400337	Rep. Silvestre Reyes (D-TX16, 1997-2013)	http://www.govtrack.us/congress/members/silvestre_reyes/400337	D	Reyes, Silvestre (Rep.) [D-TX16, 1997-2013]
400338	Rep. Thomas Reynolds (R-NY26, 2003-2009)	http://www.govtrack.us/congress/members/thomas_reynolds/400338	R	Reynolds, Thomas (Rep.) [R-NY26, 2003-2009]
400339	Rep. Ciro Rodriguez (D-TX23, 2007-2010)	http://www.govtrack.us/congress/members/ciro_rodriguez/400339	D	Rodriguez, Ciro (Rep.) [D-TX23, 2007-2010]
400340	Rep. Harold "Hal" Rogers (R-KY5)	http://www.govtrack.us/congress/members/harold_rogers/400340	R	Rogers, Harold â€œHalâ€ (Rep.) [R-KY5]
400341	Rep. Mike Rogers (R-AL3)	http://www.govtrack.us/congress/members/mike_rogers/400341	R	Rogers, Mike (Rep.) [R-AL3]
400342	Rep. Mike Rogers (R-MI8)	http://www.govtrack.us/congress/members/mike_rogers/400342	R	Rogers, Mike (Rep.) [R-MI8]
400344	Rep. Ileana Ros-Lehtinen (R-FL27)	http://www.govtrack.us/congress/members/ileana_ros_lehtinen/400344	R	Ros-Lehtinen, Ileana (Rep.) [R-FL27]
400346	Rep. Steven Rothman (D-NJ9, 1997-2013)	http://www.govtrack.us/congress/members/steven_rothman/400346	D	Rothman, Steven (Rep.) [D-NJ9, 1997-2013]
400347	Rep. Lucille Roybal-Allard (D-CA40)	http://www.govtrack.us/congress/members/lucille_roybal_allard/400347	D	Roybal-Allard, Lucille (Rep.) [D-CA40]
400348	Rep. Edward "Ed" Royce (R-CA39)	http://www.govtrack.us/congress/members/edward_royce/400348	R	Royce, Edward â€œEdâ€ (Rep.) [R-CA39]
400350	Rep. Bobby Rush (D-IL1)	http://www.govtrack.us/congress/members/bobby_rush/400350	D	Rush, Bobby (Rep.) [D-IL1]
400351	Rep. Paul Ryan (R-WI1)	http://www.govtrack.us/congress/members/paul_ryan/400351	R	Ryan, Paul (Rep.) [R-WI1]
400352	Rep. Tim Ryan (D-OH13)	http://www.govtrack.us/congress/members/tim_ryan/400352	D	Ryan, Tim (Rep.) [D-OH13]
400353	Rep. Jim Ryun (R-KS2, 1995-2006)	http://www.govtrack.us/congress/members/jim_ryun/400353	R	Ryun, Jim (Rep.) [R-KS2, 1995-2006]
400356	Rep. Loretta Sanchez (D-CA46)	http://www.govtrack.us/congress/members/loretta_sanchez/400356	D	Sanchez, Loretta (Rep.) [D-CA46]
400357	Sen. Bernard "Bernie" Sanders (I-VT)	http://www.govtrack.us/congress/members/bernard_sanders/400357	I	Sanders, Bernard â€œBernieâ€ (Sen.) [I-VT]
